"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-01-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 도로명주소"
"시도 : 전체"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"563","대구광역시 달서구 월성동","집합","2**","월성로","제3종일반주거","제2종근린생활","25m미만","116.64"," ","38,260","2","-","-","202301","26","","2008","-","직거래","-"
"564","경기도 이천시 장호원읍 진암리","집합","7**","서동대로8830번길","제2종일반주거","제1종근린생활","25m미만","69.42"," ","14,998","2","-","-","202301","26","","2009","-","직거래","-"
"565","대구광역시 달서구 월성동","집합","2**","월성로","제3종일반주거","제1종근린생활","25m미만","622.19"," ","208,000","1","-","-","202301","26","","2008","-","직거래","-"
"566","광주광역시 광산구 우산동","일반","1***","사암로92번길","제1종일반주거","교육연구","8m미만","801.72","541.30","100,000","","-","-","202301","26","","2011","20230602","중개거래","광주 광산구"
"567","대구광역시 달서구 월성동","집합","2**","월성로","제3종일반주거","제1종근린생활","25m미만","157.05"," ","54,670","2","-","-","202301","26","","2008","-","직거래","-"
"568","경기도 용인시 처인구 남사읍 봉무리","집합","2**","","자연녹지","숙박","12m미만","74.27"," ","1,500","4","-","-","202301","26","지분","1985","-","직거래","-"
"569","전북특별자치도 군산시 신창동","일반","4*","구영5길","일반상업","제2종근린생활","12m미만","328.64","101.16","12,000","","-","-","202301","26","지분","1993","-","직거래","-"
"570","경기도 수원시 장안구 송죽동","집합","3**","송원로","일반상업","판매","25m미만","8.16"," ","400","1","-","-","202301","26","","2002","-","직거래","-"
"571","전북특별자치도 전주시 덕진구 진북동","일반","4**","벚꽃4길","제2종일반주거","제2종근린생활","8m미만","158.32","201.70","18,500","","-","-","202301","26","","1976","-","중개거래","전북 전주덕진구 전북 전주완산구"
"572","충청남도 금산군 진산면 묵산리","일반","4**","대둔산로","계획관리","숙박","8m미만","1613.80","4075.00","183,324","","-","-","202301","26","","2018","-","직거래","-"
"573","대구광역시 달성군 현풍읍 중리","집합","4**","테크노대로","준주거","제1종근린생활","25m이상","66.50"," ","70,000","1","-","-","202301","26","","2016","-","직거래","-"
"574","부산광역시 해운대구 중동","집합","1***","해운대해변로","일반상업","숙박","25m이상","37.05"," ","19,500","6","-","-","202301","26","","2006","-","직거래","-"
"575","충청북도 청주시 상당구 북문로2가","일반","6*","사직대로361번길","일반상업","제1종근린생활","12m미만","1550.27","365.30","100,000","","-","-","202301","26","","1983","-","직거래","-"
"576","강원특별자치도 강릉시 남문동","일반","3*","남문길1번길","일반상업","숙박","8m미만","351.09","188.00","35,000","","-","-","202301","26","","1971","-","중개거래","강원 강릉시"
"577","경상북도 김천시 율곡동","집합","8**","혁신3로","중심상업","제2종근린생활","25m이상","49.85"," ","70,000","","-","-","202301","26","","2016","-","직거래","-"
"578","경기도 부천시 원미구 중동","집합","1***","중동로254번길","일반상업","제2종근린생활","25m미만","31.16"," ","60,000","","-","-","202301","26","","","-","중개거래","경기 부천시 오정구"
"579","경기도 파주시 야당동","집합","1***","경의로","일반상업","제2종근린생활","25m이상","171.68"," ","115,000","2","-","-","202301","26","","2019","-","중개거래","경기 파주시"
"580","충청남도 천안시 동남구 성남면 용원리","집합","6**","종합휴양지로","계획관리","숙박","25m미만","53.33"," ","4,500","2","-","-","202301","26","지분","2010","-","직거래","-"
"581","부산광역시 북구 화명동","집합","1***","금곡대로","제3종일반주거","제1종근린생활","25m이상","56.16"," ","47,000","1","-","-","202301","26","","2007","-","직거래","-"
"582","경상북도 경주시 성동동","집합","6*","원화로281번길","일반상업","판매","8m미만","13.68"," ","520","3","-","-","202301","26","","1992","-","직거래","-"
"583","강원특별자치도 강릉시 사천면 사천진리","집합","8*","진리항구2길","근린상업","숙박","8m미만","50.00"," ","28,000","","-","-","202301","26","","2022","-","중개거래","강원 강릉시"
"584","충청남도 아산시 음봉면 원남리","일반","1*","연암율금로14번길","계획관리","제2종근린생활","8m미만","486.00","1949.00","76,000","","-","-","202301","26","","2017","-","직거래","-"
"585","서울특별시 노원구 중계동","집합","1**","덕릉로90길","제3종일반주거","제2종근린생활","8m미만","40.01"," ","16,500","2","-","-","202301","26","","2018","-","중개거래","서울 노원구"
"586","서울특별시 구로구 구로동","집합","3**","구로중앙로7길","제3종일반주거","판매","12m미만","6.83"," ","7,000","","-","-","202301","26","","1984","-","직거래","-"
"587","경상북도 경주시 성동동","집합","6*","원화로281번길","일반상업","판매","8m미만","9.00"," ","360","3","-","-","202301","26","","1992","20230127","직거래","-"
"588","전북특별자치도 전주시 완산구 서신동","집합","2**","전룡6길","일반상업","제2종근린생활","12m미만","7.42"," ","2,000","2","-","-","202301","26","","1998","-","직거래","-"
"589","경기도 화성시 남양읍 장덕리","일반","7**","","계획관리","제2종근린생활","-","612.00","252.00","13,800","","-","-","202301","26","","2023","-","중개거래","경기 화성시"
"590","경상남도 창원시 의창구 팔용동","일반","1*","차상로150번길","유통상업","판매","12m미만","296.00","496.50","95,000","","-","-","202301","26","","1995","-","중개거래","경남 창원의창구"
"591","경기도 평택시 청북읍 옥길리","집합","1***","안청로","일반상업","제2종근린생활","25m이상","43.70"," ","30,000","1","-","-","202301","26","","2013","-","중개거래","경기 평택시"
"592","전라남도 보성군 조성면 조성리","일반","6**","조성로","일반상업","제2종근린생활","12m미만","178.20","103.00","8,000","","-","-","202301","26","","1968","-","직거래","-"
"593","전라남도 강진군 병영면 성남리","일반","1**","병영성로","일반상업","제2종근린생활","12m미만","41.00","33.00","2,400","","-","-","202301","26","","1989","-","직거래","-"
"594","울산광역시 남구 무거동","일반","8**","신복로46번길","제2종일반주거","제1종근린생활","12m미만","98.84","166.00","65,500","","-","-","202301","26","","1996","-","중개거래","울산 남구"
"595","전북특별자치도 전주시 완산구 서신동","집합","2**","전룡6길","일반상업","제1종근린생활","12m미만","38.69"," ","10,000","1","-","-","202301","26","","1998","20230228","중개거래","전북 전주완산구"
"596","경기도 평택시 비전동","집합","1***","비전5로","일반상업","제2종근린생활","25m이상","36.05"," ","62,090","10","-","-","202301","26","","2019","-","직거래","-"
"597","충청남도 천안시 동남구 성남면 용원리","집합","6**","종합휴양지로","계획관리","숙박","25m미만","53.33"," ","4,500","2","-","-","202301","26","지분","2010","-","직거래","-"
"598","전라남도 무안군 삼향읍 남악리","집합","2***","남악3로","중심상업","제1종근린생활","25m이상","155.56"," ","32,000","3","-","-","202301","26","","2010","-","중개거래","전남 무안군"
"599","경기도 평택시 비전동","집합","1***","비전5로","일반상업","제2종근린생활","25m이상","36.05"," ","62,090","10","-","-","202301","26","","2019","-","직거래","-"
"600","전북특별자치도 전주시 덕진구 덕진동1가","집합","1***","들사평1길","제2종일반주거","제2종근린생활","8m미만","14.70"," ","5,000","4","-","-","202301","26","","2022","-","직거래","-"
"601","강원특별자치도 홍천군 서면 팔봉리","집합","1***","","계획관리","숙박","12m미만","83.25"," ","9,091","11","-","-","202301","26","지분","2009","-","직거래","-"
"602","인천광역시 연수구 송도동","집합","2*","아트센터대로168번길","중심상업","숙박","25m이상","32.31"," ","26,000","","-","-","202301","26","","2021","-","중개거래","인천 연수구"
"603","인천광역시 연수구 송도동","집합","2*","해돋이로151번길","준주거","제2종근린생활","25m이상","136.89"," ","100,000","2","-","-","202301","26","","2021","-","중개거래","인천 연수구"
"604","부산광역시 기장군 정관읍 방곡리","집합","3**","방곡로","제3종일반주거","제2종근린생활","25m미만","50.12"," ","11,000","","-","-","202301","26","","2015","-","중개거래","부산 기장군"
"605","충청남도 아산시 음봉면 산동리","일반","8**","월산로201번길","계획관리","제2종근린생활","8m미만","310.23","1041.00","72,000","","-","-","202301","26","","2010","-","중개거래","충남 천안서북구"
"606","서울특별시 금천구 가산동","집합","2**","두산로5길","준공업","제2종근린생활","12m미만","69.12"," ","41,000","1","-","-","202301","26","","2004","-","직거래","-"
"607","인천광역시 연수구 송도동","집합","2*","해돋이로151번길","준주거","제2종근린생활","25m이상","81.32"," ","60,000","2","-","-","202301","26","","2021","-","중개거래","인천 연수구"
"608","경기도 성남시 분당구 구미동","집합","2**","미금로","근린상업","제2종근린생활","25m이상","30.31"," ","69,500","1","-","-","202301","26","","1996","-","중개거래","경기 성남분당구"
"609","인천광역시 연수구 연수동","집합","6**","용담로","제2종일반주거","판매","25m이상","36.41"," ","32,000","1","-","-","202301","26","","1993","-","중개거래","서울 강서구"
"610","서울특별시 중랑구 면목동","집합","1**","겸재로40길","준주거","제2종근린생활","8m미만","35.16"," ","13,300","2","-","-","202301","26","","2012","-","중개거래","서울 중랑구"
"611","경기도 성남시 분당구 구미동","집합","2**","미금로","근린상업","제2종근린생활","25m이상","30.31"," ","69,500","1","-","-","202301","26","","1996","20230215","중개거래","경기 성남분당구"
"612","서울특별시 금천구 가산동","집합","2**","두산로5길","준공업","제2종근린생활","12m미만","65.90"," ","41,000","1","-","-","202301","26","","2004","-","직거래","-"
"613","경기도 성남시 분당구 금곡동","집합","1**","성남대로171번길","중심상업","제2종근린생활","25m미만","45.24"," ","69,000","1","-","-","202301","26","","2003","-","중개거래","경기 성남분당구"
"614","강원특별자치도 고성군 토성면 신평리","집합","4**","잼버리동로","계획관리","숙박","12m미만","43.37"," ","700","","-","-","202301","26","지분","1992","-","직거래","-"
"615","경기도 평택시 비전동","집합","1***","비전5로","일반상업","제2종근린생활","25m이상","24.50"," ","42,200","10","-","-","202301","26","","2019","-","직거래","-"
"616","경기도 용인시 처인구 남사읍 봉무리","집합","2**","","자연녹지","숙박","12m미만","74.27"," ","735","2","-","-","202301","26","지분","1985","-","직거래","-"
"617","경기도 고양시 덕양구 행신동","집합","7**","용현로","일반상업","제2종근린생활","25m이상","22.80"," ","4,500","7","-","-","202301","26","","2000","-","중개거래","경기 고양덕양구"
"618","대구광역시 달서구 월성동","집합","2**","월성로","제3종일반주거","제1종근린생활","25m미만","116.64"," ","38,260","2","-","-","202301","26","","2008","-","직거래","-"
"619","서울특별시 송파구 신천동","집합","1*","올림픽로35가길","일반상업","판매","25m미만","36.86"," ","22,900","","-","-","202301","26","","2013","-","중개거래","서울 송파구"
